Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,842940,"Tamping machines and road rollers, self- propelled",Large Construction Vehicles,"Machinery, mechanical appliances, & parts",16842940,481545422,15495127,-1.624143238,2561062330,2270343992,1210478355,1225975320,0.533170,0.478698,0.041224,0.038239,0.077318,0.079881,93591598,97931724,0.335665898,3.823194955,0.159018318,0.195819239,,N,0.0400,2663504823.2000,2770045016.1280,2880846816.7731,2996080689.4441,3115923917.0218,3240560873.7027,3370183308.6508,3504990640.9968,105824034.5153,110056995.8959,114459275.7317,119037646.7610,123799152.6314,128751118.7367,133901163.4862,139257210.0256,759205567.3727,1347557041.7234,1401459323.3924,1457517696.3280,1515818404.1812,1576451140.3484,1639509185.9623,1705089553.4008,1773293135.5369,9667679115.7577
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,842220,Machinery for cleaning/drying bottles/containers nes,Washing and Bottling Machines,"Machinery, mechanical appliances, & parts",16842220,268662942,8375515,0.669505315,960019373,883921402,597443291,631701312,0.675901,0.658009,0.031293,0.022518,0.046298,0.034222,27660324,21617811,0.373754607,2.251411661,0.085811352,0.10327762,,N,0.0400,998420147.9200,1038356953.8368,1079891231.9903,1123086881.2699,1168010356.5207,1214730770.7815,1263320001.6128,1313852801.6773,26862913.5530,27937430.0951,29054927.2989,30217124.3909,31425809.3665,32682841.7412,33990155.4108,35349761.6273,192720619.8357,665901231.7343,692537281.0037,720238772.2438,749048323.1336,779010256.0589,810170666.3013,842577492.9533,876280592.6715,4777326103.3625
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,846694,"Parts, accessories nes, metal shaping machine tools",Metalworking Machine Parts,"Machinery, mechanical appliances, & parts",16846694,1368497885,54708307,1.179381538,4002468977,3822809840,1817578738,1844987843,0.475456,0.460962,0.021750,0.019672,0.045746,0.042676,83146367,78736818,0.374898211,1.966858323,0.056443962,0.064454643,,N,0.0400,4162567736.0800,4329070445.5232,4502233263.3441,4682322593.8779,4869615497.6330,5064400117.5383,5266976122.2399,5477655167.1295,86211207.2219,89659655.5107,93246041.7312,96975883.4004,100854918.7364,104889115.4859,109084680.1053,113448067.3095,618498706.7687,1948953050.8168,2026911172.8494,2107987619.7634,2192307124.5539,2279999409.5361,2371199385.9175,2466047361.3542,2564689255.8084,13982230156.9336
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,960390,"Brushes, parts, nes",Brooms,Misc. manufactures,20960390,1361885295,38287244,-0.839677598,4695911880,4442375572,1087862367,996782168,0.244883,0.212266,0.023909,0.018667,0.097634,0.087940,106212020,87657236,0.330664222,1.866341127,0.336443912,0.406901881,,N,0.0400,4883748355.2000,5079098289.4080,5282262220.9843,5493552709.8237,5713294818.2166,5941826610.9453,6179499675.3831,6426679662.3985,103964127.0170,108122692.0977,112447599.7816,116945503.7729,121623323.9238,126488256.8808,131547787.1560,136809698.6422,745862170.1573,1116300261.9489,1160952272.4268,1207390363.3239,1255685977.8569,1305913416.9711,1358149953.6500,1412475951.7960,1468974989.8678,8008590653.4657
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,846596,"Splitting, slicing or paring machines for wood, etc",Woodworking machines,"Machinery, mechanical appliances, & parts",16846596,262490699,20343794,1.087589526,733733724,648580465,249650027,237507923,0.384918,0.323698,0.019600,0.017031,0.050919,0.052613,12711952,12495916,0.378929363,1.702757529,0.199137778,0.296327987,,N,0.0400,763083072.9600,793606395.8784,825350651.7135,858364677.7821,892699264.8934,928407235.4891,965543524.9087,1004165265.9050,13975958.0068,14534996.3271,15116396.1802,15721052.0274,16349894.1085,17003889.8728,17684045.4677,18391407.2864,100266684.9430,270366167.1909,281180813.8785,292428046.4337,304125168.2910,316290175.0226,328941782.0235,342099453.3045,355783431.4367,1939668056.5120
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,842290,"Parts of wash, filling, closing, aerating machinery",Washing and Bottling Machines,"Machinery, mechanical appliances, & parts",16842290,3136103612,121998640,0.395934965,7367740133,7454931786,5512375215,5264352299,0.739427,0.714514,0.015661,0.015950,0.021180,0.022323,116751765,117514074,0.388336692,1.594699199,0.120777568,0.112699771,,N,0.0400,7662449738.3200,7968947727.8528,8287705636.9669,8619213862.4456,8963982416.9434,9322541713.6212,9695443382.1660,10083261117.4526,121108171.3954,125952498.2512,130990598.1813,136230222.1085,141679430.9929,147346608.2326,153240472.5619,159370091.4644,868857423.5416,5570372954.8302,5793187873.0234,6024915387.9443,6265912003.4621,6516548483.6006,6777210422.9446,7048298839.8624,7330230793.4569,39963115931.2708
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,780600,Articles of lead nes,Other Lead Products,Lead articles,15780600,134397753,2142535,,377370534,380000772,146555106,150694712,0.385671,0.399328,0.018779,0.015150,0.048693,0.037939,7136151,5717159,0.329386858,1.514730872,0.065055209,0.054519833,,N,0.0400,392465355.3600,408163969.5744,424490528.3574,441470149.4917,459128955.4713,477494113.6902,496593878.2378,516457633.3673,6658036.2962,6924357.7480,7201332.0580,7489385.3403,7788960.7539,8100519.1840,8424539.9514,8761521.5495,47766258.8370,154042414.5879,160204111.1714,166612275.6183,173276766.6430,180207837.3087,187416150.8011,194912796.8331,202709308.7064,1105135135.9105
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,847990,Parts of machines and mechanical appliances nes,Machinery Having Individual Functions,"Machinery, mechanical appliances, & parts",16847990,12512441665,329518362,1.792831681,57096236540,52325932991,15348680680,15527319162,0.293328,0.271950,0.012370,0.012705,0.042172,0.046718,647284005,725399697,0.356847035,1.270261337,0.07909395,0.094788598,,N,0.0400,59380086001.6000,61755289441.6640,64225501019.3306,66794521060.1038,69466301902.5079,72244953978.6083,75134752137.7526,78140142223.2627,744480604.5995,774259828.7835,805230221.9349,837439430.8123,870937008.0448,905774488.3665,942005467.9012,979685686.6173,5341072303.6769,16783137909.5744,17454463425.9574,18152641962.9957,18878747641.5155,19633897547.1761,20419253449.0632,21236023587.0257,22085464530.5067,120406028718.2830
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,392020,Non-cellular ethylene propylene sheets,Raw Plastic Sheeting,Plastics & articles thereof,7392020,5271872669,200121187,-0.566585122,13065683864,12442708959,5398249306,5510535643,0.433848,0.421756,0.013441,0.012674,0.030981,0.030051,167244529,165595623,0.333072338,1.267184641,0.038649077,0.04366272,,N,0.0400,13588311218.5600,14131843667.3024,14697117413.9945,15285002110.5543,15896402194.9765,16532258282.7755,17193548614.0865,17881290558.6500,177431104.1008,184528348.2649,191909482.1955,199585861.4833,207569295.9426,215872067.7803,224506950.4915,233487228.5112,1272930886.4045,5813112037.9246,6045636519.4416,6287461980.2192,6538960459.4280,6800518877.8051,7072539632.9173,7355441218.2340,7649658866.9634,41704581035.5672
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,392010,Non-cellular ethylene polymers sheets,Raw Plastic Sheeting,Plastics & articles thereof,7392010,8911037062,317679003,0.006912768,21283816683,20036752692,9429221015,9639036941,0.470596,0.452881,0.011507,0.011223,0.024451,0.024781,230558417,238864210,0.338939103,1.122082439,0.047318077,0.057296122,,N,0.0400,22135169350.3200,23020576124.3328,23941399169.3061,24899055136.0784,25895017341.5215,26930818035.1824,28008050756.5897,29128372786.8532,251561602.5024,261624066.6025,272089029.2666,282972590.4372,294291494.0547,306063153.8169,318305679.9696,331037907.1684,1804759854.7133,10220663239.5841,10629489769.1675,11054669359.9342,11496856134.3316,11956730379.7048,12434999594.8930,12932399578.6887,13449695561.8363,73325350609.3886
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,847420,"Machines to crush or grind stone, ores and minerals",Stone Processing Machines,"Machinery, mechanical appliances, & parts",16847420,807019434,17788770,0.137964373,3873787953,3521216128,1503720175,1571644392,0.427046,0.405713,0.013036,0.011018,0.030526,0.027158,45903298,42682179,0.344619242,1.101625376,0.084519638,0.12286983,,N,0.0400,4028739471.1200,4189889049.9648,4357484611.9634,4531783996.4419,4713055356.2996,4901577570.5516,5097640673.3737,5301546300.3086,48454471.4466,50392650.3045,52408356.3167,54504690.5693,56684878.1921,58952273.3198,61310364.2526,63762778.8227,347623341.4731,1677482999.7537,1744582319.7438,1814365612.5336,1886940237.0349,1962417846.5163,2040914560.3769,2122551142.7920,2207453188.5037,12034642587.7574
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,960350,"Machines brushes, nes",Brooms,Misc. manufactures,20960350,400651012,15487201,0.846416348,1090750087,1151083706,494401508,477878557,0.429510,0.438119,0.009615,0.010011,0.022387,0.022850,11068170,10919727,0.355438793,1.000943854,0.160632691,0.133019321,,N,0.0400,1134380090.4800,1179755294.0992,1226945505.8632,1276023326.0977,1327064259.1416,1380146829.5073,1435352702.6876,1492766810.7951,11132036.7794,11577318.2506,12040410.9806,12522027.4198,13022908.5166,13543824.8573,14085577.8515,14649000.9656,79863750.5913,492110421.9871,511794838.8666,532266632.4213,553557297.7181,575699589.6269,598727573.2119,622676676.1404,647583743.1860,3530511512.3047
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,681099,"Articles of cement, concrete or artificial stone nes",Cement Articles,"Stone, plaster, cement, asbestos, mica.",13681099,1439218205,37056374,-0.117099908,6182338383,6596978274,2158304523,2025171979,0.327166,0.327574,0.007691,0.009599,0.023508,0.029303,50737248,59343500,0.305435529,0.959717861,0.127682975,0.132807161,,N,0.0400,6429631918.3200,6686817195.0528,6954289882.8549,7232461478.1691,7521759937.2959,7822630334.7877,8135535548.1792,8460956970.1064,55583715.0086,57807063.6089,60119346.1533,62524119.9994,65025084.7994,67626088.1914,70331131.7190,73144376.9878,398770147.8503,2104866703.0198,2189061371.1406,2276623825.9862,2367688779.0256,2462396330.1867,2560892183.3941,2663327870.7299,2769860985.5591,15100789974.8816
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,392490,Plastic household and hygiene articles ,Plastic Housewares,Plastics & articles thereof,7392490,2761422750,74896585,-1.123350337,11547834577,11348658723,2340996554,2212949663,0.206280,0.191633,0.007535,0.006843,0.036529,0.035710,85515318,79024515,0.28590683,0.684202218,0.305838398,0.358104781,,N,0.0400,12009747960.0800,12490137878.4832,12989743393.6225,13509333129.3674,14049706454.5421,14611694712.7238,15196162501.2328,15804009001.2821,86341152.9628,89794799.0813,93386591.0446,97122054.6864,101006936.8738,105047214.3488,109249102.9227,113619067.0397,619430966.9160,2389416706.8162,2484993375.0889,2584393110.0924,2687768834.4961,2795279587.8760,2907090771.3910,3023374402.2466,3144309378.3365,17142216084.4385
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,846291,Hydraulic presses for working metal,Forging Machines,"Machinery, mechanical appliances, & parts",16846291,208211857,7817503,0.682236748,729965258,1170750329,480341278,344675295,0.410285,0.472180,0.003038,0.005131,0.007406,0.010866,3557200,3745262,0.313449082,0.512983275,0.269794901,0.110669536,,N,0.0400,759163868.3200,789530423.0528,821111639.9749,853956105.5739,888114349.7969,923638923.7887,960584480.7403,999007859.9699,3100855.4599,3224889.6783,3353885.2655,3488040.6761,3627562.3031,3772664.7953,3923571.3871,4080514.2426,22246238.6696,334967920.5345,348366637.3559,362301302.8501,376793354.9641,391865089.1627,407539692.7292,423841280.4384,440794931.6559,2403135651.8005
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,847982,"Machines to mix, knead, crush, grind, etc, nes",Machinery Having Individual Functions,"Machinery, mechanical appliances, & parts",16847982,1866584834,33333614,1.376525813,6381888211,6044448384,3401660907,3375593379,0.562774,0.528933,0.006836,0.004917,0.012147,0.009296,41318663,31379128,0.332517029,0.491603392,0.096968537,0.105814656,,N,0.0400,6637163739.4400,6902650289.0176,7178756300.5783,7465906552.6014,7764542814.7055,8075124527.2937,8398129508.3855,8734054688.7209,39002320.9881,40562413.8277,42184910.3808,43872306.7960,45627199.0678,47452287.0305,49350378.5118,51324393.6522,279811475.4391,3622921529.4709,3767838390.6497,3918551926.2757,4075294003.3267,4238305763.4598,4407837993.9982,4584151513.7581,4767517574.3085,25991658775.1270
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,841790,Parts of industrial or laboratory furces/ovens,Industrial Furces,"Machinery, mechanical appliances, & parts",16841790,609125505,10822325,0.4706552,2196836776,2035674219,991245719,964849299,0.486937,0.439199,0.005192,0.004320,0.010663,0.009837,10569591,9491154,0.326016792,0.431960885,0.074838461,0.119328811,,N,0.0400,2284710247.0400,2376098656.9216,2471142603.1985,2569988307.3264,2672787839.6195,2779699353.2042,2890887327.3324,3006522820.4257,10866715.7688,11301384.3995,11753439.7755,12223577.3665,12712520.4612,13221021.2796,13749862.1308,14299856.6160,77960277.6296,1057976961.2085,1100296039.6568,1144307881.2431,1190080196.4928,1237683404.3525,1287190740.5266,1338678370.1477,1392225504.9536,7590166097.7164
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,840219,"Vapour generating boilers nes, hybrid boilers",Steam Boilers,"Machinery, mechanical appliances, & parts",16840219,191853075,4376957,0.140311105,699071916,668490597,246988547,294409795,0.369472,0.421144,0.003360,0.003695,0.009094,0.008774,2245991,2583274,0.30457511,0.36946373,0.085256425,0.101300221,,N,0.0400,727034792.6400,756116184.3456,786360831.7194,817815264.9882,850527875.5877,884548990.6112,919930950.2357,956728188.2451,2564646.2119,2667232.0604,2773921.3428,2884878.1965,3000273.3244,3120284.2573,3245095.6276,3374899.4527,18399352.2013,287402586.9504,298898690.4285,310854638.0456,323288823.5674,336220376.5101,349669191.5705,363655959.2333,378202197.6027,2061891186.5297
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,846599,"Machine tools for wood, cork or hard plastic, etc nes",Woodworking machines,"Machinery, mechanical appliances, & parts",16846599,801168464,24754975,0.816269605,2239029295,2047068005,1105783740,1195266524,0.540179,0.533832,0.002779,0.003601,0.005145,0.006746,5689165,8062990,0.314336374,0.360047283,0.121515169,0.143441825,,N,0.0400,2328590466.8000,2421734085.4720,2518603448.8909,2619347586.8465,2724121490.3204,2833086349.9332,2946409803.9305,3064266196.0877,7428537.7224,7725679.2313,8034706.4005,8356094.6565,8690338.4428,9037951.9805,9399470.0597,9775448.8621,53294010.4023,1250466764.1424,1300485434.7081,1352504852.0964,1406605046.1803,1462869248.0275,1521384017.9486,1582239378.6665,1645528953.8132,8971131496.7324
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,400259,Acrylonitrile-butadiene rubber (NBR) except as latex,Synthetic Rubber,Rubber & articles thereof,7400259,451819102,17016845,1.345709899,1395138512,1277967742,428651062,440959195,0.335416,0.316068,0.000836,0.001586,0.002493,0.005018,1068452,2212789,0.284054702,0.158579071,0.110923529,0.123471918,,N,0.0400,1450944052.4800,1508981814.5792,1569341087.1624,1632114730.6489,1697399319.8748,1765295292.6698,1835907104.3766,1909343388.5517,1757185.1806,1827472.5878,1900571.4914,1976594.3510,2055658.1250,2137884.4500,2223399.8280,2312335.8212,12606444.0667,472633839.3040,491539192.8762,511200760.5913,531648791.0149,552914742.6555,575031332.3617,598032585.6562,621953889.0824,3390782101.3620
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,901320,"Lasers, other than laser diodes",LCDs,"Optical, photo, & film equipment; medical instruments",18901320,2188674498,28186686,1.738169277,8579954664,8421387394,2764653827,2855517444,0.328290,0.332813,0.001049,0.001537,0.003196,0.004619,8834543,13188942,0.288427204,0.153690902,0.138353554,0.154979636,,N,0.0400,8923152850.5600,9280078964.5824,9651282123.1657,10037333408.0923,10438826744.4160,10856379814.1927,11290635006.7604,11742260407.0308,11538712.4447,12000260.9424,12480271.3801,12979482.2353,13498661.5248,14038607.9857,14600152.3052,15184158.3974,82781333.8285,2949558172.7484,3067540499.6583,3190242119.6446,3317851804.4304,3450565876.6076,3588588511.6719,3732132052.1388,3881417334.2244,21160797698.7177
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,960310,Brooms/brushes of vegetable material,Brooms,Misc. manufactures,20960310,38803859,681286,,199763529,214775412,22654695,22528711,0.105481,0.112777,0.001402,0.001526,0.013292,0.013530,301136,304812,0.246605318,0.152559428,0.114132809,0.116385297,,N,0.0400,207754070.1600,216064232.9664,224706802.2851,233695074.3765,243042877.3515,252764592.4456,262875176.1434,273390183.1891,304147.9382,316313.8557,328966.4100,342125.0663,355810.0690,370042.4718,384844.1706,400237.9375,2182026.1252,22671968.6349,23578847.3803,24522001.2755,25502881.3265,26522996.5796,27583916.4427,28687273.1004,29834764.0245,162653832.7492
2. Circularity,2a. Waste,Waste management,LSE Navigator,OUT,847439,"Mixing, kneading machines for minerals except bitumen",Stone Processing Machines,"Machinery, mechanical appliances, & parts",16847439,111840355,2950268,-0.649958151,604322123,569446670,260250593,265872383,0.457024,0.439951,0.002749,0.000890,0.006016,0.002022,1565630,537639,0.28347885,0.0889499,0.09987768,0.113292972,,N,0.0400,628495007.9200,653634808.2368,679780200.5663,706971408.5889,735250264.9325,764660275.5298,795246686.5510,827056554.0130,1143560.6841,1189303.1114,1236875.2359,1286350.2453,1337804.2552,1391316.4254,1446969.0824,1504847.8457,8204163.0898,281872178.9863,293147066.1458,304872948.7916,317067866.7433,329750581.4130,342940604.6695,356658228.8563,370924558.0106,2022214788.4842
